edrpou,org_id,reg_date,full_name,address,head,r_code,region,activity,bankruptcy
00693233,NA,NA,"ДП ""АПОСТОЛІВСЬКЕ ПІДПРИЄМСТВО ПО ПЛЕМІННІЙ СПРАВІ В ТВАРИННИЦТВІ""","53800 ДНІПРОПЕТРОВСЬКА ОБЛ., АПОСТОЛІВСЬКИЙ Р-Н, М.АПОСТОЛОВЕ, ВУЛИЦЯ КАМАНІНА, 1",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,UA-12,Дніпропетровська,"Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",зареєстровано
00693279,NA,NA,"ШОВКОРАДГОСП ""ЩОРСЬКИЙ""","52323 ДНІПРОПЕТРОВСЬКА ОБЛ., КРИНИЧАНСЬКИЙ Р-Н, СМТ ЩОРСЬК, ВУЛИЦЯ МАТРОСОВА, 1",ДНІПРОПЕТРОВСЬКА ОБЛАСНА ДЕРЖАВНА АДМІНІСТРАЦІЯ,UA-12,Дніпропетровська,"Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",зареєстровано
00693316,NA,NA,"ДП ШОВКОРАДГОСП ""АПОСТОЛІВСЬКИЙ""","53800 ДНІПРОПЕТРОВСЬКА ОБЛ., АПОСТОЛІВСЬКИЙ Р-Н, М.АПОСТОЛОВЕ, ВУЛИЦЯ ПАРХОМЕНКА, 40",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,UA-12,Дніпропетровська,Змішане сільське господарство,зареєстровано
00693322,NA,NA,"ДП ДЕРЖАВНИЙ ШОВКОРАДГОСП ""КРИВОРІЗЬКИЙ""","53003 ДНІПРОПЕТРОВСЬКА ОБЛ., КРИВОРІЗЬКИЙ Р-Н, С-ЩЕ ЛІСОПИТОМНИК",ФОНД ДЕРЖАВНОГО МАЙНА УКРАЇНИ,UA-12,Дніпропетровська,"Вирощування зернових культур (крім рису), бобових культур і насіння олійних культур",зареєстровано
00694037,NA,NA,ПОКРОВСЬКА МІЖРАЙОННА РАДГОСП-ФАБРИКА,"53600 ДНІПРОПЕТРОВСЬКА ОБЛ., ПОКРОВСЬКИЙ Р-Н, СМТ ПОКРОВСЬКЕ, ВУЛИЦЯ ГРОМОВА, 59",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,UA-12,Дніпропетровська,Розведення інших тварин,зареєстровано
00694095,NA,NA,"ДП ""ДОНЕЦЬКЕ ОБЛАСНЕ ПІДПРИЄМСТВО ПО ПЛЕМІННІЙ СПРАВІ В ТВАРИННИЦТВІ""","86053 ДОНЕЦЬКА ОБЛ., ЯСИНУВАТСЬКИЙ Р-Н, С-ЩЕ ПІСКИ, ВУЛИЦЯ МИРУ, 1",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,UA-14,ОРДЛО,Допоміжна діяльність у тваринництві,зареєстровано
00696817,NA,NA,"ДП ""НОВОСАНЖАРСЬКИЙ ВЕТЕРИНАРНО-САНІТАРНИЙ ЗАВОД""","39372 ПОЛТАВСЬКА ОБЛ., НОВОСАНЖАРСЬКИЙ Р-Н, С.ЗАЧЕПИЛІВКА",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,UA-53,Полтавська,Виробництво м'ясних продуктів,в стані припинення
00698041,NA,NA,"ДП ""КОЛОМИЙСЬКИЙ ДЕРЖАВНИЙ ВЕТЕРИНАРНО-САНІТАРНИЙ ЗАВОД""ВЕТСАНЗАВОД""","78246 ІВАНО-ФРАНКІВСЬКА ОБЛ., КОЛОМИЙСЬКИЙ Р-Н, С.ГОДИ-ДОБРОВІДКА, ВУЛИЦЯ НЕЗАЛЕЖНОСТІ, 4",ДЕРЖАВНА ВЕТЕРИНАРНА ТА ФІТОСАНІТАРНА СЛУЖБА УКРАЇНИ,UA-26,Івано-Франківська,Роздрібна торгівля в неспеціалізованих магазинах переважно з продовольчим асортиментом,в стані припинення
00698236,106952669,2016-05-31,"ДП ""ЖИТОМИРСЬКИЙ НАУКОВО-ДОСЛІДНИЙ ТА ПРОЕКТНИЙ ІНСТИТУТ ЗЕМЛЕУСТРОЮ""","10002 М.ЖИТОМИР, КОРОЛЬОВСЬКИЙ Р-Н, ВУЛИЦЯ ДОВЖЕНКА, 45","ДЕРЖАВНА СЛУЖБА УКРАЇНИ З ПИТАНЬ ГЕОДЕЗІЇ, КАРТОГРАФІЇ ТА КАДАСТРУ",UA-18,Житомирська,Агентства нерухомості,зареєстровано
00698897,107237127,2016-04-30,"ДП ""ЗАКАРПАТСЬКИЙ НАУКОВО-ДОСЛІДНИЙ ТА ПРОЕКТНИЙ ІНСТИТУТ ЗЕМЛЕУСТРОЮ""","88000 М.УЖГОРОД, ВУЛИЦЯ ЯРОЦЬКА, 5, КОРП. А","ДЕРЖАВНА СЛУЖБА УКРАЇНИ З ПИТАНЬ ГЕОДЕЗІЇ, КАРТОГРАФІЇ ТА КАДАСТРУ",UA-21,Закарпатська,Дослідження й експериментальні розробки у сфері інших природничих і технічних наук,зареєстровано
00698986,NA,2016-12-31,"ДП ""ЗАПОРІЗЬКИЙ НАУКОВО-ДОСЛІДНИЙ ТА ПРОЕКТНИЙ ІНСТИТУТ ЗЕМЛЕУСТРОЮ""","69095 М.ЗАПОРІЖЖЯ, ЖОВТНЕВИЙ Р-Н, ВУЛИЦЯ УКРАЇНСЬКА, 50","ДЕРЖАВНА СЛУЖБА УКРАЇНИ З ПИТАНЬ ГЕОДЕЗІЇ, КАРТОГРАФІЇ ТА КАДАСТРУ",UA-23,Запорізька,"Діяльність у сфері інжинірингу, геології та геодезії, надання послуг технічного консультування в цих",зареєстровано
00699218,NA,NA,"ДП ""ЗАПОРІЖШОВК""","71716 ЗАПОРІЗЬКА ОБЛ., ТОКМАЦЬКИЙ Р-Н, М.МОЛОЧАНСЬК, ВУЛИЦЯ ЛУГОВА, 105",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,UA-23,Запорізька,Змішане сільське господарство,зареєстровано
00699224,NA,NA,"ПАТ ""ЗАПОРІЗЬКЕ ОБЛПЛЕМПІДПРИЄМСТВО""","М.ЗАПОРІЖЖЯ, ДОСЛІДНА СТАНЦІЯ, БУДИНОК 43",ФОНД ДЕРЖАВНОГО МАЙНА УКРАЇНИ,UA-23,Запорізька,Допоміжна діяльність у тваринництві,зареєстровано
00699276,NA,NA,"ДП ШОВКІВНИЧИЙ РАДГОСП ""ПОЛОГІВСЬКИЙ""","70600 ЗАПОРІЗЬКА ОБЛ., ПОЛОГІВСЬКИЙ Р-Н, М.ПОЛОГИ, ВУЛИЦЯ ЗАПОРІЗЬКА, 143",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,UA-23,Запорізька,Розведення інших тварин,зареєстровано
00699299,NA,NA,ОРІХІВСЬКЕ ДЕРЖАВНЕ СІЛЬСЬКОГОСПОДАРСЬКЕ ПЛЕМІННЕ ПІДПРИЄМСТВО ПО ШОВКІВНИЦТВУ,"70500 ЗАПОРІЗЬКА ОБЛ., ОРІХІВСЬКИЙ Р-Н, М.ОРІХІВ, ВУЛИЦЯ ЗАПОРІЗЬКА, 143",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,UA-23,Запорізька,Розведення інших тварин,в стані припинення
00699750,107116437,2016-04-30,"ДП ""ГОЛОВНИЙ НАУКОВО-ДОСЛІДНИЙ ТА ПРОЕКТНИЙ ІНСТИТУТ ЗЕМЛЕУСТРОЮ ""","3151 М.КИЇВ, СОЛОМ'ЯНСЬКИЙ Р-Н, ВУЛИЦЯ НАРОДНОГО ОПОЛЧЕННЯ, 3","ДЕРЖАВНА СЛУЖБА УКРАЇНИ З ПИТАНЬ ГЕОДЕЗІЇ, КАРТОГРАФІЇ ТА КАДАСТРУ",UA-30,Київ,"Діяльність у сфері інжинірингу, геології та геодезії, надання послуг технічного консультування в цих",зареєстровано
00699773,107273430,2016-04-30,"ДП ""КИЇВСЬКИЙ НАУКОВО-ДОСЛІДНИЙ ТА ПРОЕКТНИЙ ІНСТИТУТ ЗЕМЛЕУСТРОЮ""","3115 М.КИЇВ, СВЯТОШИНСЬКИЙ Р-Н, ВУЛИЦЯ СЕРПОВА, 3","ДЕРЖАВНА СЛУЖБА УКРАЇНИ З ПИТАНЬ ГЕОДЕЗІЇ, КАРТОГРАФІЇ ТА КАДАСТРУ",UA-30,Київ,"Діяльність у сфері інжинірингу, геології та геодезії, надання послуг технічного консультування в цих",зареєстровано
00699862,NA,NA,"ДП - ШОВКОРАДГОСП ""БАРИШІВСЬКИЙ""","7545 КИЇВСЬКА ОБЛ., БАРИШІВСЬКИЙ Р-Н, С.ШОВКОВЕ",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,UA-32,Київська,Вирощування інших однорічних і дворічних культур,зареєстровано
00699900,196335103,2016-07-31,"ДП ""КИЇВСЬКА ОБЛАСНА КОКОНОСУШАРКА""","8700 КИЇВСЬКА ОБЛ., М.ОБУХІВ, ВУЛИЦЯ КАШТАНОВА, 3",МІНІСТЕРСТВО АГРАРНОЇ ПОЛІТИКИ ТА ПРОДОВОЛЬСТВА УКРАЇНИ,UA-32,Київська,Розведення інших тварин,зареєстровано
